0.0000000E+00,5.9100000E-01,0.113312629,-0.580035558
1.0000000E+01,2.3600000E-01,-0.192027002,0.137191948
2.0000000E+01,9.1000000E-01,-0.346190632,-0.841577119
3.0000000E+01,8.0000000E-01,0.753065214,-0.269986635
4.0000000E+01,8.8300000E-01,0.747630192,-0.469827729
5.0000000E+01,6.3200000E-01,0.252284896,-0.579462105
6.0000000E+01,9.0600000E-01,-0.671321185,0.608410935
7.0000000E+01,7.3300000E-01,0.16842977,0.71338658
8.0000000E+01,2.2100000E-01,0.201036334,-0.091789935
9.0000000E+01,4.3900000E-01,0.434667412,-0.061524313
1.0000000E+02,2.6900000E-01,-0.215080353,-0.161559407
1.1000000E+02,5.7700000E-01,0.477655873,-0.323687917
1.2000000E+02,4.8400000E-01,0.24582195,0.416926335
1.3000000E+02,7.6300000E-01,0.175982674,0.742427841
1.4000000E+02,5.7400000E-01,-0.1559906,-0.552397441
1.5000000E+02,7.7300000E-01,-0.770217757,0.06552562
1.6000000E+02,6.2100000E-01,-0.128216306,-0.6076196
1.7000000E+02,6.2600000E-01,-0.625117886,0.033220904
1.8000000E+02,7.6300000E-01,0.589619304,0.484270664
1.9000000E+02,7.5800000E-01,-0.735176477,-0.184606469
2.0000000E+02,7.4500000E-01,0.278538115,0.690971431
2.1000000E+02,9.3700000E-01,0.929850769,-0.115527261
2.2000000E+02,7.6300000E-01,0.755170176,0.109027542
2.3000000E+02,9.9600000E-01,-0.200445452,-0.975621659
2.4000000E+02,8.8200000E-01,0.588249276,-0.657180941
2.5000000E+02,4.3100000E-01,0.211641625,-0.37545815
2.6000000E+02,5.1100000E-01,0.469245553,-0.202310679
2.7000000E+02,6.8500000E-01,0.421044866,-0.54032048
2.8000000E+02,1.0030000E+00,-1.002886359,-0.015098041
2.9000000E+02,1.0400000E+00,-1.039442103,-0.034060461
3.0000000E+02,7.9300000E-01,0.784764806,-0.113987719
3.1000000E+02,7.4200000E-01,0.218646328,0.709054147
3.2000000E+02,7.8900000E-01,-0.593914995,0.519409259
3.3000000E+02,4.5200000E-01,0.146879989,0.427469612
3.4000000E+02,6.7200000E-01,0.607532151,0.287208436
3.5000000E+02,1.2120000E+00,0.372504822,-1.153336099
3.6000000E+02,9.4000000E-01,0.932693569,-0.1169731
3.7000000E+02,7.8300000E-01,-0.318882463,-0.715124447
3.8000000E+02,9.1600000E-01,-0.658777081,-0.636450122
3.9000000E+02,7.4600000E-01,-0.0270468,-0.745509538
4.0000000E+02,7.3200000E-01,-0.028510282,0.731444573
4.1000000E+02,1.1830000E+00,0.512229879,-1.066353389
4.2000000E+02,1.3350000E+00,-1.334609039,0.032306551
4.3000000E+02,1.2570000E+00,0.585487329,1.112319013
4.4000000E+02,1.2570000E+00,0.861372722,0.915470389
4.5000000E+02,9.8200000E-01,0.538888831,0.820928028
4.6000000E+02,1.1540000E+00,-1.113621826,0.302592842
4.7000000E+02,9.2900000E-01,-0.747595015,-0.551491336
4.8000000E+02,1.0550000E+00,0.874389043,0.590312461
4.9000000E+02,9.1600000E-01,-0.812228045,-0.423487429
5.0000000E+02,1.9040000E+00,0.366657774,1.868362405
5.1000000E+02,1.7360000E+00,-1.720106246,-0.234372573
5.2000000E+02,1.3620000E+00,-1.307068096,-0.382905985
5.3000000E+02,1.1780000E+00,1.065897154,-0.501544871
5.4000000E+02,7.3800000E-01,0.703678859,-0.222441144
5.5000000E+02,1.2820000E+00,-1.281195866,-0.045399935
5.6000000E+02,1.3660000E+00,-1.249546379,0.55189659
5.7000000E+02,1.6390000E+00,0.159330316,-1.631237215
5.8000000E+02,2.3550000E+00,-1.275959812,1.97938161
5.9000000E+02,1.7180000E+00,-0.066913477,1.716696417
6.0000000E+02,2.0810000E+00,1.62668996,-1.297860075
6.1000000E+02,3.7320000E+00,1.140602543,3.5534279
6.2000000E+02,3.6010000E+00,3.088976835,-1.850789863
6.3000000E+02,3.8850000E+00,-3.882563134,-0.137580925
6.4000000E+02,4.0370000E+00,2.10254524,-3.446254853
6.5000000E+02,3.4530000E+00,0.165024189,-3.449054366
6.6000000E+02,4.2620000E+00,-4.047506227,-1.335042076
6.7000000E+02,3.4470000E+00,-2.993757238,-1.708574435
6.8000000E+02,3.1750000E+00,-0.534039922,-3.129764586
6.9000000E+02,2.6770000E+00,0.037959569,-2.676730855
7.0000000E+02,3.7780000E+00,-2.088790218,-3.148053275
7.1000000E+02,3.4040000E+00,-3.266710571,-0.956983828
7.2000000E+02,2.2140000E+00,2.121396548,-0.633618722
7.3000000E+02,2.4070000E+00,2.363572593,-0.455163267
7.4000000E+02,1.8400000E+00,1.490480777,1.078919391
7.5000000E+02,2.0030000E+00,1.837188841,0.797963761
7.6000000E+02,1.3100000E+00,0.733909568,1.085116006
7.7000000E+02,1.2600000E+00,-1.246104115,0.186613331
7.8000000E+02,1.1800000E+00,-0.258921805,-1.151242589
7.9000000E+02,1.2700000E+00,0.813864245,-0.974948712
8.0000000E+02,1.9630000E+00,0.22018481,-1.950612122
8.1000000E+02,1.5900000E+00,1.536853797,-0.407652311
8.2000000E+02,1.5460000E+00,1.512409789,-0.320519311
8.3000000E+02,1.4040000E+00,1.297950304,0.535295253
8.4000000E+02,1.7930000E+00,-1.043583369,-1.45800643
8.5000000E+02,1.6870000E+00,0.436889402,-1.629446732
8.6000000E+02,1.7180000E+00,-1.091561061,-1.32665687
8.7000000E+02,1.8220000E+00,1.300278189,-1.27630742
8.8000000E+02,1.8640000E+00,-1.005753679,1.569380622
8.9000000E+02,2.2410000E+00,1.410032554,1.741806303
9.0000000E+02,2.5260000E+00,-1.901431277,1.662899606
9.1000000E+02,2.2630000E+00,-0.601508468,2.181594958
9.2000000E+02,1.9070000E+00,1.364453145,1.332259965
9.3000000E+02,2.1910000E+00,0.359000013,2.161388441
9.4000000E+02,2.2000000E+00,0.714902601,2.080604304
9.5000000E+02,2.5550000E+00,-0.092710446,2.553317405
9.6000000E+02,2.8950000E+00,1.029868383,2.705623055
9.7000000E+02,2.8770000E+00,-2.570882457,-1.29139165
9.8000000E+02,3.1080000E+00,-0.778288798,3.008975
9.9000000E+02,3.1610000E+00,3.148128201,0.284973384
1.0000000E+03,3.0730000E+00,2.929236461,0.928925593
1.0100000E+03,3.2130000E+00,2.928616499,1.321580267
1.0200000E+03,2.8280000E+00,1.984620664,-2.014662458
1.0300000E+03,3.2890000E+00,-2.746950638,-1.808807119
1.0400000E+03,2.7100000E+00,-0.552459764,-2.653090313
1.0500000E+03,2.4380000E+00,-1.481470554,1.936256439
1.0600000E+03,2.9490000E+00,-1.980390382,2.185098381
1.0700000E+03,2.9740000E+00,2.961173099,-0.275916432
1.0800000E+03,2.7210000E+00,2.709264291,-0.252444053
1.0900000E+03,2.8100000E+00,-1.669754448,2.260092937
1.1000000E+03,2.5410000E+00,-2.046436836,1.506246088
1.1100000E+03,2.5120000E+00,0.65477882,2.425161582
1.1200000E+03,2.4230000E+00,-2.085045251,1.23430762
1.1300000E+03,2.5380000E+00,-2.184005302,1.292890111
